name,form_ict_index,photo,total_points,transfer_in,status,team,now_cost,position,team_shirt,postponed,news,news_added,transfer_in_event,transfer_out_event,selected_by_percent,points_per_game,in_dreamteam,cost_change_event
Harry Kane,871.15,78830.png,50,1190410,a,Tottenham,11.4,FOW,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_6-66.webp,No,,,"127,587","93,887",19.2,7.1,True,0
Erling Haaland,675.75,223094.png,73,3739693,a,Man city,12.1,FOW,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_43-66.webp,No,,,"105,561","23,183",81.2,10.4,True,1
Son Heung-min,651.0,85971.png,36,625608,a,Tottenham,11.7,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_6-66.webp,No,,,"210,873","77,718",11.1,5.1,False,0
Kevin De Bruyne,648.55,61366.png,45,2481252,a,Man city,12.3,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_43-66.webp,No,,,"209,348","132,279",32.5,6.4,True,1
Leandro Trossard,608.4000000000001,116216.png,32,397045,a,Brighton,6.6,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_36-66.webp,No,,,"34,804","35,130",3.5,5.3,False,1
Marcus Rashford,570.0,176297.png,40,1801677,d,Man United,6.6,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_1-66.webp,No,Lack of match fitness - 75% chance of playing,2022-09-15T22:00:06.254533Z,"102,222","266,907",14.2,6.7,True,0
Ivan Toney,525.35,144485.png,47,2806551,a,Brentford,7.3,FOW,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_94-66.webp,No,,,"426,742","87,851",23.1,6.7,True,1
Bukayo Saka,489.6,223340.png,37,482943,a,Arsenal,7.8,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_3-66.webp,No,,,"78,407","57,756",11.6,5.3,False,0
Alexis Mac Allister,432.59999999999997,243016.png,39,878505,a,Brighton,5.6,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_36-66.webp,No,,,"188,400","53,502",7.2,6.5,True,0
Gabriel Fernando de Jesus,300.65000000000003,205651.png,39,1652788,a,Arsenal,8.0,FOW,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_3-66.webp,No,,,"57,046","369,424",70.1,5.6,False,-1
Kieran Trippier,294.45,77794.png,35,3493884,a,Newcastle,5.4,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_4-66.webp,No,,2022-08-30T14:30:06.751009Z,"301,241","45,561",46.0,5.0,True,1
Pascal Groß,288.0,60307.png,42,3152429,a,Brighton,6.0,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_36-66.webp,No,,,"131,189","186,017",23.6,7.0,True,0
Pierre-Emile Højbjerg,282.09999999999997,132015.png,33,326673,a,Tottenham,5.5,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_6-66.webp,No,,2022-09-02T23:30:07.169513Z,"50,851","22,836",3.0,4.7,False,0
Phil Foden,267.0,209244.png,32,669530,a,Man city,8.0,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_43-66.webp,No,,,"46,327","53,157",7.7,4.6,False,0
Aleksandar Mitrović,263.2,128389.png,41,3085712,a,Fulham,6.9,FOW,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_54-66.webp,No,,,"286,269","139,033",31.8,5.9,False,0
James Tarkowski,239.40000000000003,17761.png,23,68295,a,Everton,4.4,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_11-66.webp,No,,,"34,652","5,783",1.0,3.3,False,0
Jacob Ramsey,237.75,232653.png,21,63917,a,Aston Villa,5.2,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_7-66.webp,No,,,"32,825","7,663",1.2,3.0,False,0
Marc Roca Junqué,236.0,234370.png,17,12517,a,Leeds,4.9,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_2-66.webp,No,,,"5,977","1,033",0.1,2.8,False,0
Bruno Borges Fernandes,235.0,141746.png,22,126183,a,Man United,9.8,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_1-66.webp,No,,,"8,471","12,931",2.3,3.7,False,0
Daniel Castelo Podence,228.8,200600.png,28,185058,a,Wolves,5.5,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_39-66.webp,No,,,"10,993","9,656",1.2,4.0,False,0
Joachim Andersen,214.20000000000002,174874.png,19,152925,a,Crystal Palace,4.5,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_31-66.webp,No,,,"40,714","15,686",2.7,3.2,False,0
Mohamed Salah,213.0,118748.png,38,878019,a,Liverpool,12.9,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_14-66.webp,No,,,"144,999","259,224",35.3,6.3,False,0
Philip Billing,212.0,168991.png,25,38573,a,Bournemouth,5.3,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_91-66.webp,No,,,"32,545","5,466",0.4,3.6,False,0
Bryan Mbeumo,202.5,446008.png,24,240728,a,Brentford,5.9,FOW,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_94-66.webp,No,,,"20,221","19,067",1.9,3.4,False,-1
João Cancelo,202.39999999999998,121145.png,42,1775921,a,Man city,7.2,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_43-66.webp,No,,,"145,294","66,837",51.6,6.0,True,0
William Saliba,201.75,462424.png,44,2442588,a,Arsenal,4.9,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_3-66.webp,No,,,"323,247","61,066",24.6,6.3,True,1
Bernardo Veiga de Carvalho e Silva,199.79999999999998,165809.png,39,1282976,a,Man city,7.0,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_43-66.webp,No,,,"115,630","80,773",13.2,5.6,False,0
Thiago Emiliano da Silva,191.2,51090.png,19,167739,a,Chelsea,5.4,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_8-66.webp,No,,,"20,521","17,111",5.6,3.2,False,-1
James Maddison,189.75,172780.png,29,983806,a,Leicester,8.0,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_13-66.webp,No,,2022-08-25T13:00:06.073033Z,"440,913","23,100",8.7,4.8,False,1
Youri Tielemans,185.65,166989.png,23,89434,a,Leicester,6.3,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_13-66.webp,No,,,"38,834","8,262",1.7,3.3,False,0
Diogo Dalot Teixeira,184.5,216051.png,23,751844,a,Man United,4.5,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_1-66.webp,No,,,"114,279","39,187",7.5,3.8,False,0
Gabriel Martinelli Silva,181.75,444145.png,39,3403469,a,Arsenal,6.6,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_3-66.webp,No,,,"131,560","169,490",47.3,5.6,False,1
Solly March,176.5,109345.png,20,70532,a,Brighton,5.0,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_36-66.webp,No,,,"2,173","4,358",0.4,3.3,False,0
Danny Welbeck,172.5,50175.png,22,211379,a,Brighton,6.5,FOW,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_36-66.webp,No,,,"3,418","11,936",1.1,3.7,False,0
Moisés Caicedo Corozo,168.0,486672.png,20,46407,a,Brighton,5.0,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_36-66.webp,No,,,"5,862","3,063",0.4,3.3,False,0
Jadon Sancho,167.39999999999998,209243.png,28,530249,a,Man United,7.3,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_1-66.webp,No,,,"63,891","38,065",6.9,4.7,False,0
Rodrigo Bentancur,167.04999999999998,202993.png,22,31997,a,Tottenham,5.4,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_6-66.webp,No,,2022-08-31T23:00:06.932235Z,"10,891","2,281",0.4,3.7,False,0
Alex Iwobi,154.79999999999998,153133.png,21,26328,a,Everton,5.5,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_11-66.webp,No,,,"8,386","1,859",0.3,3.0,False,0
Dominic Solanke,154.70000000000002,154566.png,19,88647,a,Bournemouth,5.7,FOW,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_91-66.webp,No,,2022-08-14T00:00:05.733898Z,"56,588","14,208",0.9,3.8,False,0
Leon Bailey,154.0,215711.png,22,553354,a,Aston Villa,4.7,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_7-66.webp,No,,,"71,597","61,521",7.3,3.1,False,0
Granit Xhaka,153.65,84450.png,31,387259,a,Arsenal,5.1,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_3-66.webp,No,,,"28,247","20,689",3.0,4.4,False,1
Nathan Patterson,153.0,243571.png,20,773811,i,Everton,4.1,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_11-66.webp,No,Knee injury - Expected back 29 Oct,2022-09-22T22:30:06.508250Z,"54,137","108,955",6.8,2.9,False,0
Alexander Isak,152.9,219168.png,18,999455,d,Newcastle,7.1,FOW,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_4-66.webp,No,Leg injury - 25% chance of playing,2022-09-22T09:30:07.173534Z,"125,866","267,830",5.8,6.0,False,1
Harrison Reed,151.8,153366.png,21,171761,a,Fulham,4.5,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_54-66.webp,No,,,"41,477","12,390",1.2,3.0,False,0
Wilfried Zaha,150.0,82403.png,31,1918083,a,Crystal Palace,7.2,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_31-66.webp,No,,2022-08-26T23:30:05.969506Z,"304,419","73,594",16.5,6.2,False,0
Nick Pope,149.79999999999998,98747.png,38,1694976,a,Newcastle,5.2,GK,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_4-66.webp,No,,,"225,395","68,844",19.3,5.4,True,0
Kai Havertz,149.39999999999998,219847.png,14,174262,a,Chelsea,7.7,FOW,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_8-66.webp,No,,,"11,427","10,965",2.1,2.3,False,0
Luis Díaz,145.2,244731.png,32,2175701,a,Liverpool,8.2,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_14-66.webp,No,,,"176,448","156,657",26.8,5.3,False,0
Demarai Gray,144.3,172632.png,23,102631,a,Everton,5.5,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_11-66.webp,No,,,"9,523","8,463",1.0,3.3,False,0
Vitalii Mykolenko,143.39999999999998,224967.png,20,45822,a,Everton,4.5,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_11-66.webp,No,,,"11,157","3,691",0.5,2.9,False,0
Virgil van Dijk,143.0,97032.png,23,352465,a,Liverpool,6.4,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_14-66.webp,No,,,"37,365","41,671",13.5,3.8,False,-1
Dejan Kulusevski,137.10000000000002,445044.png,32,1543456,d,Tottenham,8.1,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_6-66.webp,No,Hamstring injury - 50% chance of playing,2022-09-29T14:30:07.727260Z,"26,208","266,335",10.5,4.6,False,0
Fabian Schär,135.6,119471.png,29,1050640,a,Newcastle,4.7,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_4-66.webp,No,,,"50,412","54,762",9.0,4.8,False,0
João Palhinha Gonçalves,130.04999999999998,154296.png,22,30064,s,Fulham,5.0,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_54-66.webp,No,Suspended until 09 Oct,2022-09-17T09:00:06.233478Z,"1,843","5,582",0.3,3.1,False,0
Anthony Gordon,128.75,232826.png,24,598565,a,Everton,5.6,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_11-66.webp,No,,,"63,081","54,987",4.8,3.4,False,1
Ben Chilwell,126.0,172850.png,22,212062,a,Chelsea,5.8,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_8-66.webp,No,,,"32,742","14,210",2.9,4.4,False,0
Eric Dier,126.0,93264.png,33,520790,a,Tottenham,5.1,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_6-66.webp,No,,,"99,958","34,266",6.9,4.7,False,1
Declan Rice,117.2,204480.png,20,194917,a,Westham,4.9,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_21-66.webp,No,,,"20,107","22,543",4.4,2.9,False,0
Brennan Johnson,111.60000000000001,242898.png,23,129087,a,Nottingham Forest,5.9,FOW,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_17-66.webp,No,,,"10,879","17,477",1.4,3.3,False,0
Marc Guéhi,111.60000000000001,209036.png,10,65124,a,Crystal Palace,4.3,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_31-66.webp,No,,,"41,111","10,650",1.5,1.7,False,-1
Lucas Digne,109.2,101188.png,12,143707,i,Aston Villa,4.7,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_7-66.webp,No,Heel Injury - Expected back 20 Oct,2022-09-21T11:30:06.595115Z,"12,540","38,597",2.1,1.7,False,0
Bobby De Cordova-Reid,108.0,96994.png,21,15119,a,Fulham,5.5,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_54-66.webp,No,,2022-08-14T00:00:05.826704Z,"2,521","1,920",0.1,3.0,False,0
Christian Eriksen,106.39999999999999,80607.png,16,202551,a,Man United,6.3,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_1-66.webp,No,,,"40,757","14,547",3.3,2.7,False,0
Joseph Gomez,106.2,171287.png,19,87673,a,Liverpool,4.5,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_14-66.webp,No,,,"13,140","6,480",0.8,3.8,False,0
Jordan Pickford,106.2,111234.png,25,210500,a,Everton,4.5,GK,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_11-66.webp,No,,2022-09-07T22:00:06.103183Z,"21,317","38,641",4.8,4.2,False,0
Neco Williams,104.75,215136.png,13,1118647,a,Nottingham Forest,4.1,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_17-66.webp,No,,,"74,349","93,023",27.2,1.9,False,0
Harvey Elliott,104.39999999999999,444884.png,18,178328,a,Liverpool,5.0,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_14-66.webp,No,,,"9,760","11,739",1.2,3.0,False,0
Gabriel dos Santos Magalhães,104.3,226597.png,33,679895,a,Arsenal,5.1,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_3-66.webp,No,,,"36,895","60,231",10.9,4.7,False,0
Pedro Lomba Neto,102.0,247632.png,17,207414,a,Wolves,5.1,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_39-66.webp,No,,,"8,816","45,651",4.8,2.4,False,0
Jack Grealish,99.0,114283.png,14,93474,a,Man city,6.8,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_43-66.webp,No,,2022-08-22T07:00:05.758441Z,"7,116","2,965",1.2,4.7,False,0
Vicente Guaita,98.7,40836.png,15,119740,a,Crystal Palace,4.5,GK,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_31-66.webp,No,,,"70,482","18,240",1.8,2.5,False,0
Miguel Almirón Rejala,96.5,179018.png,22,320105,a,Newcastle,5.0,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_4-66.webp,No,,,"16,927","33,974",2.5,3.1,False,0
Morgan Gibbs-White,95.55,222531.png,15,59283,a,Nottingham Forest,5.5,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_17-66.webp,No,,2022-09-21T11:30:06.873887Z,"2,082","11,207",0.4,2.1,False,0
Matheus Luiz Nunes,95.0,465351.png,17,40667,a,Wolves,5.0,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_39-66.webp,No,,,"2,785","3,142",0.3,3.4,False,0
Joelinton Cássio Apolinário de Lira,94.6,180974.png,17,99387,a,Newcastle,6.0,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_4-66.webp,No,,,"7,130","12,915",0.9,2.4,False,0
Raheem Sterling,94.4,103955.png,34,972547,a,Chelsea,10.0,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_8-66.webp,No,,,"109,956","70,441",9.7,5.7,False,0
Patson Daka,93.30999999999999,245419.png,15,42123,d,Leicester,5.7,FOW,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_13-66.webp,No,Illness - 75% chance of playing,2022-09-23T09:00:06.630896Z,"6,048","8,066",0.7,2.5,False,0
Neal Maupay,91.85,115382.png,11,47291,a,Everton,6.1,FOW,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_11-66.webp,No,,,"16,893","4,235",0.6,5.5,False,0
Joe Willock,89.25,200089.png,17,42528,a,Newcastle,4.9,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_4-66.webp,No,,,"3,258","4,563",0.5,2.4,False,0
Emiliano Martínez Romero,89.10000000000001,98980.png,28,196716,a,Aston Villa,4.9,GK,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_7-66.webp,No,,2022-09-15T13:30:06.119455Z,"47,345","16,057",4.8,4.0,False,0
Michail Antonio,88.89999999999999,57531.png,18,103582,a,Westham,7.2,FOW,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_21-66.webp,No,,2022-08-12T16:00:05.963642Z,"9,972","12,946",1.9,2.6,False,0
Eberechi Eze,87.9,232413.png,22,298005,a,Crystal Palace,5.5,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_31-66.webp,No,,,"13,488","19,273",2.1,3.7,False,0
Taiwo Awoniyi,85.2,210156.png,21,93526,a,Nottingham Forest,5.8,FOW,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_17-66.webp,No,,,"6,774","4,517",0.7,3.0,False,0
Tosin Adarabioyo,84.4,109646.png,19,10432,a,Fulham,4.5,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_54-66.webp,No,,,"4,822","1,278",0.2,2.7,False,0
Rúben Gato Alves Dias,83.2,171314.png,28,421785,a,Man city,6.0,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_43-66.webp,No,,,"23,494","47,506",10.1,4.0,False,0
Kenny Tete,82.5,167074.png,19,60273,a,Fulham,4.5,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_54-66.webp,No,,,"5,970","5,004",0.5,2.7,False,0
Alisson Ramses Becker,82.4,116535.png,20,331777,a,Liverpool,5.4,GK,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_14-66.webp,No,,,"49,554","39,112",14.5,3.3,False,0
Richarlison de Andrade,79.5,212319.png,12,94749,a,Tottenham,8.5,FOW,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_6-66.webp,No,,2022-07-05T15:30:04.242689Z,"10,536","11,444",0.9,2.0,False,0
Rayan Aït-Nouri,77.35000000000001,448514.png,14,59075,a,Wolves,4.3,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_39-66.webp,No,,,"6,763","7,112",1.1,2.3,False,-1
Ryan Yates,76.64999999999999,204968.png,15,2349,a,Nottingham Forest,5.0,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_17-66.webp,No,,2022-08-04T17:30:05.670028Z,748,341,0.0,3.0,False,0
Luis Sinisterra Lucumí,76.5,224995.png,18,123354,a,Leeds,6.5,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_2-66.webp,No,,2022-08-01T17:30:04.996007Z,"33,079","9,016",1.0,3.6,False,0
Ilkay Gündogan,76.35,59859.png,31,652497,a,Man city,7.6,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_43-66.webp,No,,,"7,007","79,480",4.2,4.4,False,0
Ryan Sessegnon,74.1,184349.png,16,208414,a,Tottenham,4.5,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_6-66.webp,No,,,"3,316","8,796",1.1,2.7,False,0
José Malheiro de Sá,73.6,149065.png,37,358818,a,Wolves,5.0,GK,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_39-66.webp,No,,,"52,319","23,001",5.8,5.3,False,0
Matt Targett,72.4,169359.png,18,80086,a,Newcastle,4.9,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_4-66.webp,No,,2022-08-14T00:00:05.991636Z,"7,851","9,032",1.0,3.6,False,0
Jarrod Bowen,71.0,178186.png,15,366845,a,Westham,8.1,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_21-66.webp,No,,,"28,813","63,834",3.7,2.1,False,0
Conor Coady,69.3,94147.png,25,140169,a,Everton,4.8,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_11-66.webp,No,,,"34,834","12,908",3.4,4.2,False,0
James Ward-Prowse,69.15,101178.png,24,660035,a,Southampton,6.5,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_20-66.webp,No,,,"23,698","89,770",8.8,3.4,False,0
Tyrick Mitchell,69.0,244723.png,17,32583,a,Crystal Palace,4.5,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_31-66.webp,No,,2022-08-27T20:00:06.476742Z,"5,932","3,409",0.7,2.8,False,0
Brenden Aaronson,69.0,427637.png,19,185826,a,Leeds,5.5,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_2-66.webp,No,,,"8,279","14,093",1.5,3.2,False,0
Yoane Wissa,68.95,216646.png,23,42165,a,Brentford,5.4,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_94-66.webp,No,,,"5,634","5,213",0.4,3.3,False,0
Tyrone Mings,67.65,149484.png,15,120349,a,Aston Villa,4.3,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_7-66.webp,No,,2022-08-28T19:00:06.061717Z,"46,139","15,382",3.4,3.0,False,0
Cheick Doucouré,67.19999999999999,438464.png,17,14140,a,Crystal Palace,5.0,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_31-66.webp,No,,,"1,314","1,058",0.2,2.8,False,0
Che Adams,67.0,200439.png,22,121514,a,Southampton,6.4,FOW,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_20-66.webp,No,,,"5,613","12,282",0.9,3.7,False,0
Mathias Jensen,66.8,207283.png,27,515082,a,Brentford,5.1,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_94-66.webp,No,,,"19,753","28,596",2.9,3.9,False,0
Tomas Soucek,66.0,215439.png,23,76581,a,Westham,5.4,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_21-66.webp,No,,,"8,685","9,813",1.3,3.3,False,0
John Stones,65.6,97299.png,22,92207,i,Man city,5.4,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_43-66.webp,No,Hamstring injury - Expected back 16 Oct,2022-09-27T09:00:07.675438Z,"9,754","20,395",2.1,3.7,False,0
Darwin Núñez Ribeiro,63.6,447203.png,9,673339,a,Liverpool,8.9,FOW,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_14-66.webp,No,,2022-08-16T00:30:06.350476Z,"24,358","41,338",6.3,3.0,False,0
Jordan Ayew,63.300000000000004,80146.png,12,20091,a,Crystal Palace,5.4,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_31-66.webp,No,,,770,"1,440",0.3,2.0,False,0
Ollie Watkins,63.0,178301.png,26,244699,a,Aston Villa,7.2,FOW,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_7-66.webp,No,,2022-09-15T13:30:06.136070Z,"16,611","20,663",2.1,3.7,False,-1
Benjamin White,61.25,198869.png,29,250547,a,Arsenal,4.5,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_3-66.webp,No,,,"27,356","30,120",5.4,4.1,False,0
Roberto Firmino,61.1,92217.png,35,423289,a,Liverpool,8.0,FOW,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_14-66.webp,No,,2022-08-16T00:30:06.283883Z,"15,752","30,285",2.9,7.0,False,0
Enock Mwepu,61.0,423649.png,11,5896,i,Brighton,5.3,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_36-66.webp,No,Illness - Expected back 08 Oct,2022-09-23T09:00:06.519657Z,334,"1,163",0.1,1.8,False,0
Jordan Zemura,60.0,447932.png,16,12800,a,Bournemouth,4.4,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_91-66.webp,No,,2022-08-14T00:00:05.742682Z,"4,130",993,0.2,2.7,False,0
Rodrigo Hernandez,59.4,220566.png,21,125680,a,Man city,5.8,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_43-66.webp,No,,,"7,691","15,438",2.1,3.0,False,-1
David De Gea Quintana,58.4,51940.png,21,247118,a,Man United,4.9,GK,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_1-66.webp,No,,,"25,463","24,417",6.4,3.5,False,0
Max Kilman,56.35000000000001,214048.png,28,158479,a,Wolves,4.5,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_39-66.webp,No,,2022-07-05T15:30:04.265873Z,"46,714","13,008",1.9,4.0,False,0
Jonathan Castro Otto,55.800000000000004,114128.png,23,63682,a,Wolves,4.4,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_39-66.webp,No,,,"10,645","6,484",0.8,3.3,False,0
Lewis O'Brien,54.900000000000006,243345.png,15,4403,a,Nottingham Forest,4.9,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_17-66.webp,No,,,999,369,0.1,2.5,False,0
Kyle Walker-Peters,54.8,158534.png,17,101004,a,Southampton,4.5,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_20-66.webp,No,,,"6,977","9,578",1.5,2.4,False,0
Lewis Cook,53.6,155408.png,17,5086,a,Bournemouth,4.9,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_91-66.webp,No,,,"1,246",670,0.1,2.4,False,0
Joel Ward,53.5,55494.png,10,9152,a,Crystal Palace,4.5,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_31-66.webp,No,,,"1,212",789,0.2,2.0,False,0
Lisandro Martínez,52.5,221820.png,14,382706,a,Man United,4.5,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_1-66.webp,No,,,"27,791","18,594",5.7,2.3,False,0
Kelechi Iheanacho,52.11000000000001,173515.png,14,27511,a,Leicester,6.2,FOW,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_13-66.webp,No,,,"3,447","3,574",0.5,2.3,False,0
Vitaly Janelt,52.0,204580.png,22,19828,a,Brentford,5.5,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_94-66.webp,No,,,"3,562","2,289",0.2,3.1,False,0
Rúben da Silva Neves,51.900000000000006,171317.png,23,176475,a,Wolves,5.5,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_39-66.webp,No,,,"7,919","16,898",2.2,3.3,False,0
Andreas Hoelgebaum Pereira,51.300000000000004,156689.png,24,1349330,a,Fulham,4.6,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_54-66.webp,No,,2022-08-14T00:00:05.954103Z,"89,913","96,302",26.0,3.4,False,0
Jack Harrison,50.1,221399.png,29,782027,a,Leeds,6.2,MID,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_2-66.webp,No,,,"35,388","48,959",4.7,4.8,False,0
Ivan Perišić,49.650000000000006,45034.png,27,2014121,a,Tottenham,5.6,DEF,https://fantasy.premierleague.com/dist/img/shirts/standard/shirt_6-66.webp,No,,,"67,143","178,001",26.5,3.9,False,0
